Age,GPA,Attendance_Rate,Study_Hours_Per_Week,Homework_Submission_Rate,Distance_From_School,Family_Size,Disciplinary_Actions,Teacher_Evaluation_Score,Parent_Teacher_Meetings_Attended,Extracurricular_Participation,,Gender,Health_Status,School_Transportation,Part_Time_Job,Special_Education_Support,Online_Learning_Participation,School_Facilities_Access,Parent_Education,Family_Income,Parent_Occupation,Student_ID,Dropout_Risk
17,3.994485863,91.91003529,20.63190157,75,9.294114552,2,0,9.044523944,5,2,,M,Good,Yes,No,No,Medium,Full,Master,Low,Private,3643,0
17,2.684662685,91.48853844,13.16465938,87.80154792,1.321488068,1,2,5.662665437,4,2,,M,Good,No,No,No,Medium,Minimal,Secondary,Middle,Private,1531,0
17,2.737155684,60,7.465477413,60.23214178,5.851872852,3,0,6.398435252,0,1,,M,Good,Yes,No,No,Medium,Full,Master,Middle,Unemployed,1411,0
17,3.380857434,80,17.2125102,81.75693592,2.242697042,3,0,8.753000523,2,0,,M,Good,No,No,Yes,Low,Full,Bachelor,Middle,Private,3620,0
17,3.125074866,90.36049157,12.29559825,75,0.5,4,0,8.224393532,1,1,,M,Fair,Yes,No,No,Medium,Full,Bachelor,Low,Private,4295,0
16,1.503254971,30,4.611727111,67.18035341,5.481984637,7,1,4.42996438,2,0,,F,Good,No,No,No,Low,Minimal,Primary,Low,Unemployed,84,1
16,3.467447538,80,11.08162645,75.83092051,2.644902911,3,0,7.989815635,0,1,,F,Good,Yes,No,No,High,Full,Secondary,Middle,Self-employed,3886,0
15,3.00046737,61.16207436,6.68935628,85.05967985,3.343422447,5,0,7.892871237,1,1,,M,Fair,Yes,No,No,Low,Full,Bachelor,Middle,Private,2351,0
19,2.140999267,30,3.155089214,20,2.392907846,6,1,3.363023357,0,0,,M,Good,No,No,Yes,Low,Full,Bachelor,High,Private,21,1
16,3.538498179,87.46084867,17.73149123,90.5875794,11.10679724,3,0,7.242506239,4,2,,M,Good,Yes,Yes,No,Low,Full,Secondary,High,Private,2779,0
16,2.820504607,94.44010303,5.474096348,63.88911522,14.62469734,4,5,6.462784332,3,2,,F,Fair,Yes,Yes,Yes,High,Full,Bachelor,Middle,Government,1563,0
16,1.548016784,30,6.085760799,44.12332087,6.261265429,5,7,6.45092279,0,1,,M,Poor,Yes,No,No,Low,Minimal,Bachelor,Low,Self-employed,974,1
17,2.438079674,60.00128431,6.335106918,80.79737574,1.635653915,3,2,5.891164027,3,0,,M,Good,Yes,No,No,High,Full,Master,High,Unemployed,1711,0
16,3.236881498,90.76184573,11.87608529,75,0.5,2,0,9.314909685,4,0,,F,Good,Yes,No,No,Medium,Full,Bachelor,Middle,Government,3226,0
18,2.09540346,63.9953251,4.733809411,42.19504424,19.25832689,5,3,4.297420446,0,0,,M,Fair,No,No,Yes,Low,Limited,Secondary,High,Self-employed,1099,1
16,3.366651066,93.83356663,16.64063409,76.41845357,2.510376537,3,0,6.945937969,5,2,,M,Good,Yes,No,No,Medium,Minimal,Bachelor,Middle,Private,3413,0
18,1.890065066,30,4.070167629,24.17413328,2.118791829,6,4,4.140840762,1,0,,F,Good,No,No,No,Medium,Full,Primary,Middle,Private,887,1
17,3.055947474,92.94507116,17.41498683,94.18523501,2.40317569,5,0,8.11872455,4,2,,F,Good,Yes,No,No,High,Limited,Secondary,Middle,Unemployed,2986,0
17,3.635577104,80,19.36697918,83.81656253,2.836700978,1,0,9.277920261,2,4,,F,Good,Yes,No,No,High,Full,Bachelor,High,Private,4127,0
16,3.594922604,80,9.106417285,85.35626988,7.78647433,3,0,8.521579838,2,1,,M,Good,Yes,No,No,High,Limited,Master,High,Unemployed,3824,0
18,2.191722184,30,2.217718567,20,2,7,4,3.789081803,0,0,,M,Fair,Yes,No,No,Medium,Limited,Primary,Low,Self-employed,516,1
18,2.426732726,30,4.583005232,20,2.738068741,6,1,7.120080528,1,1,,F,Good,No,No,No,High,Full,Secondary,Low,Self-employed,738,1
15,3.057915848,60,7.677275516,83.73134694,9.271610258,3,1,5.107258715,6,1,,F,Good,Yes,No,No,High,Full,Secondary,Middle,Government,1454,0
17,2.93649971,90.32584604,18.8145235,75,3.725587038,1,0,7.329289901,3,3,,F,Good,Yes,No,No,Low,Full,Secondary,Middle,Private,3218,0
16,3.896093822,80,13.85845978,93.22105055,0.5,2,0,8.080932075,2,2,,F,Good,No,No,No,Medium,Full,Bachelor,Middle,Unemployed,4237,0
16,2.919576789,68.71590473,11.16883358,55.3058277,4.770927389,3,0,8.715015658,6,1,,F,Good,Yes,No,No,High,Full,Master,Middle,Private,2507,0
16,2.503836109,89.49195787,8.419904114,65.70076042,1,6,2,6.24669777,3,1,,M,Poor,Yes,No,No,Medium,Minimal,Primary,Middle,Self-employed,2127,0
15,1.586838856,30,4.326800755,42.07789742,22.20041859,8,2,7.868950098,2,0,,F,Poor,Yes,No,No,Medium,Full,Primary,Low,Unemployed,907,1
16,3.095365028,80,15.20659249,75.98545758,1.050713765,2,0,8.433824842,2,1,,F,Good,No,No,No,High,Full,Master,Middle,Self-employed,2965,0
16,3.249380714,80,14.24405974,88.38162729,4.814186895,3,1,9.432041155,3,3,,F,Good,Yes,No,No,High,Full,Master,High,Self-employed,3640,0
17,3.298310307,60.77898761,4.75979074,67.42544405,4.883671985,2,3,8.592474547,0,2,,F,Fair,No,Yes,No,High,Full,Bachelor,Middle,Private,2508,0
16,1.980453834,65.41449227,9.839961983,87.55700602,17.96005205,2,1,7.166599272,1,0,,M,Good,Yes,No,No,Low,Limited,Secondary,Middle,Government,2429,0
16,1.947148016,30,6.620909682,57.9624607,14.56582725,7,2,5.692091588,0,1,,F,Poor,Yes,No,No,High,Full,Bachelor,Low,Government,948,1
16,3.841237113,80,16.88191107,75,1.967633241,3,0,7.639444661,1,3,,F,Fair,Yes,No,No,Medium,Full,Bachelor,Middle,Self-employed,3085,0
16,3.313024796,90.55038529,18.31303707,87.20666238,2.422800106,3,0,8.152382513,3,2,,M,Good,Yes,No,No,High,Full,Primary,Low,Private,3296,0
18,2.022699555,30,1.983005287,34.18092164,2,4,1,4.249259398,2,0,,F,Fair,Yes,No,Yes,Medium,Full,Secondary,Low,Self-employed,716,1
17,3.678638255,80,12.87603049,96.6353447,2.808166392,2,0,8.262683051,2,0,,F,Good,Yes,No,No,High,Minimal,Secondary,High,Government,3930,0
17,2.098319142,30,6.346320411,30.18899333,4.643748669,4,2,6.450983057,0,0,,F,Poor,No,No,No,Medium,Limited,Primary,Low,Self-employed,687,1
15,2.21266537,55.02793087,3.103267037,45.0196223,2.529694343,6,3,3.256283635,2,1,,F,Fair,No,Yes,No,High,Limited,Secondary,High,Unemployed,704,1
16,2.795206759,77.77347184,6.14776649,79.45190911,2.640736987,4,0,6.336469906,3,1,,M,Good,No,No,No,High,Full,Bachelor,Middle,Unemployed,2354,0
17,2.594695693,71.29630116,9.139469012,50,1.828192584,3,1,6.147115276,2,0,,F,Good,Yes,No,No,High,Limited,Bachelor,Low,Private,2258,0
16,3.482009781,80,14.08866726,81.98132889,4.818591024,5,0,8.682243929,4,1,,M,Good,Yes,No,No,Medium,Full,Master,Middle,Self-employed,3651,0
17,1.612767109,30,7.299226333,40.6138798,17.75278732,6,1,7.710855198,4,1,,M,Poor,No,Yes,No,Low,Limited,Primary,Low,Unemployed,22,1
16,3.350306713,80,12.83393572,75,2.108964583,4,1,9.952823379,1,0,,M,Good,Yes,No,No,Medium,Full,Master,Low,Private,2753,0
19,1.501276267,30,5.263389136,20,2.095289857,7,1,3.650825439,1,1,,F,Good,No,Yes,No,High,Minimal,Primary,Middle,Self-employed,886,1
16,3.921875548,84.99018248,16.75487088,92.31506028,6.774200643,2,1,7.997766164,3,0,,F,Good,No,No,No,High,Limited,Bachelor,Middle,Government,3777,0
17,1.90616999,30,2.878258024,58.68995567,2.742753623,2,3,4.867852675,0,1,,M,Fair,Yes,Yes,Yes,Medium,Full,Secondary,Middle,Private,918,1
16,3.701486656,80,6.961040566,76.32852854,5.349875445,2,0,8.574187502,3,1,,F,Good,Yes,No,No,Medium,Full,Secondary,Middle,Government,3124,0
17,3.19230714,80,12.47548246,93.17463897,2.98820866,2,0,7.853743818,3,1,,F,Good,Yes,Yes,No,Low,Full,Bachelor,High,Private,3353,0
18,3.092892376,73.00293572,8.690703657,50,1,4,2,6.957029792,2,0,,F,Good,Yes,No,No,Low,Minimal,Bachelor,High,Government,2240,0
17,3.706386684,91.87375877,7.584903342,75,8.569476892,3,0,7.435263612,1,4,,F,Good,Yes,Yes,Yes,High,Full,Secondary,High,Private,3117,0
18,3.097297019,80.53290345,10.70776218,71.39273146,11.5521789,5,2,7.432115419,2,0,,M,Good,Yes,No,No,Medium,Full,Secondary,High,Self-employed,1266,0
17,2.141250274,30.44039558,3.193103063,46.41063593,2.671687998,7,1,7.592945606,1,1,,M,Fair,Yes,No,No,Low,Full,Primary,Middle,Self-employed,484,1
16,3.678036887,80,16.92816921,77.02087117,0.520857565,2,0,9.121407286,4,3,,F,Good,Yes,No,No,High,Full,Bachelor,Middle,Self-employed,3707,0
16,2.976316862,94.74241165,12.39400123,50,2.377555206,4,2,6.755431687,1,1,,F,Good,Yes,No,No,High,Limited,Primary,Middle,Self-employed,1220,0
16,2.634966721,42.58749477,2.003959196,20,2,6,1,3.922962574,0,0,,M,Fair,No,No,No,Low,Full,Primary,Low,Unemployed,278,1
17,1.717596065,62.23615324,3.6054799,33.06682708,3.150482103,5,7,2.776311169,0,0,,F,Good,Yes,No,Yes,Low,Full,Primary,Middle,Private,989,1
17,2.736975311,63.6114042,4.535904925,50,3.059560347,5,1,6.268757902,2,1,,M,Good,No,No,No,High,Limited,Bachelor,Middle,Government,2085,0
16,3.183793321,84.96304167,8.82898153,82.83872591,2.766128312,4,0,6.783106956,2,1,,M,Good,Yes,No,Yes,High,Full,Bachelor,Middle,Unemployed,1246,0
17,2.930156861,60,1.963771994,50.91952242,14.52549,7,0,6.82630189,3,3,,F,Fair,Yes,No,No,High,Limited,Bachelor,Middle,Self-employed,2383,0
19,1.784383267,30,3.384355249,37.96992837,9.245848109,1,1,5.152522507,2,1,,M,Good,No,Yes,No,High,Full,Primary,High,Government,572,1
16,2.356836085,91.90815169,5.961554964,50,1,7,0,6.861206265,1,1,,F,Good,No,No,No,Medium,Full,Secondary,Middle,Government,1436,0
16,1.180939389,36.39978803,8.08645498,24.64173591,2,1,2,4.841417765,1,1,,F,Poor,No,No,No,Medium,Limited,Secondary,Middle,Self-employed,994,1
15,3.460292568,86.16380502,9.715151987,88.28437413,1.392435158,3,1,8.697442646,2,1,,M,Good,Yes,No,No,High,Full,Secondary,Middle,Government,3379,0
16,3.70311163,80,7.657071537,97.53264106,2.50621176,4,0,8.073226366,4,4,,M,Good,Yes,No,No,High,Limited,Bachelor,High,Government,2799,0
17,2.512848448,30,2.6726984,20,14.86723285,3,3,5.170340046,1,0,,F,Good,Yes,Yes,No,Low,Minimal,Primary,Low,Unemployed,586,1
17,3.680050561,91.51269135,11.6666937,94.89907913,0.5,5,0,8.198352838,2,5,,M,Good,No,No,No,High,Full,Primary,Middle,Private,4026,0
18,3.053218522,70.64380414,10.16958787,50,2.535058824,7,1,5.755541324,1,0,,F,Good,Yes,No,No,High,Full,Secondary,Low,Government,2515,0
17,2.717313286,80.00324887,9.012107264,72.68512983,1,5,1,5.205199912,1,1,,M,Fair,Yes,No,No,Medium,Full,Bachelor,Low,Private,1350,0
18,2.297922418,30,5.396495168,20,14.24827922,2,2,6.610008943,2,1,,M,Fair,Yes,Yes,Yes,Medium,Full,Primary,High,Private,1008,1
15,2.117699908,30,5.606573823,30.51040797,4.236760556,7,4,6.354874846,2,0,,M,Good,No,Yes,No,Low,Full,Bachelor,Low,Unemployed,675,1
17,3.129279154,93.04168648,13.67864799,72.03453968,9.396208271,4,0,6.943282107,1,2,,M,Good,Yes,No,No,High,Full,Master,Middle,Private,2413,0
16,2.086201254,39.94129415,1.607705092,20,20.01293056,2,4,5.055929377,1,1,,M,Fair,No,No,No,High,Limited,Primary,Low,Unemployed,448,1
16,3.468734422,95.33627608,16.27642092,75,1.568218097,3,1,8.040813291,3,1,,M,Good,Yes,No,No,High,Full,Bachelor,Middle,Unemployed,2822,0
16,3.271871288,80,20.59361618,84.71665245,2.727046681,3,0,7.873724629,2,3,,F,Poor,Yes,No,No,High,Full,Secondary,Middle,Self-employed,3712,0
17,3.046440671,75.51364153,6.257847495,90,2.548802033,4,3,7.292711543,2,0,,M,Good,Yes,No,No,High,Full,Secondary,Low,Private,2065,0
16,3.188740187,81.06047633,9.40633447,75,5.529083022,4,0,8.63153134,4,2,,F,Fair,No,No,No,High,Full,Secondary,Middle,Private,3919,0
16,3.316686134,90.86823693,13.03338834,87.00021512,3.523779695,4,2,8.720240615,2,2,,M,Fair,Yes,No,No,High,Full,Bachelor,High,Self-employed,3214,0
17,2.838985969,66.82222323,6.282736435,62.96911216,1.437354628,5,3,5.638949312,1,1,,M,Good,No,No,No,Low,Full,Bachelor,Middle,Private,1691,0
17,3.384619729,80.78628511,16.2376599,96.53277379,6.089773088,2,2,7.709545372,4,2,,F,Good,Yes,No,No,High,Full,Primary,High,Unemployed,4083,0
16,2.455574879,80.56049642,9.473401761,79.96807377,1.477250253,5,2,7.657246322,3,2,,F,Good,Yes,No,No,High,Full,Secondary,Low,Private,1248,0
18,3.181445534,80.76198752,6.305177863,53.88363309,18.01528989,2,0,5.797277553,3,0,,F,Good,Yes,No,No,High,Full,Master,High,Government,1986,0
17,2.545805951,30,5.589098422,20,16.16549385,5,3,3.979223505,2,0,,M,Poor,Yes,No,No,Low,Limited,Primary,Middle,Unemployed,295,1
17,2.71767716,63.88184128,6.082542673,88.88379619,13.90090212,2,0,6.544005769,2,0,,M,Fair,Yes,No,No,Medium,Full,Secondary,Low,Private,1548,0
16,2.76817243,60,6.530052036,69.08095564,1.613443741,4,1,6.931067781,2,1,,F,Good,Yes,No,No,High,Full,Secondary,Middle,Private,2013,0
18,2.660846694,54.869569,4.170280619,51.97104568,2.501352419,4,2,2.571470252,2,1,,F,Poor,Yes,Yes,No,Medium,Full,Secondary,Low,Self-employed,589,1
17,2.376828465,86.14562141,9.269644648,50,8.374243649,3,0,8.483138612,5,0,,F,Good,Yes,Yes,No,Medium,Full,Secondary,Middle,Government,2404,0
15,2.729217466,92.22971866,4.476637744,50,2.409988642,2,1,7.036089354,3,1,,M,Good,Yes,No,No,Medium,Full,Master,Middle,Private,2130,0
16,3.725416771,80,12.45315097,77.57968698,2.404047364,3,0,7.748319442,4,2,,M,Good,Yes,No,No,Medium,Full,Bachelor,High,Government,3793,0
17,3.544016111,90.90729252,12.18134661,75,3.18757924,2,3,8.556081906,3,3,,M,Good,Yes,No,No,High,Full,Bachelor,Middle,Self-employed,3743,0
16,3.675920197,80,23.21137053,91.11907422,7.038548388,4,0,7.628490105,3,1,,M,Fair,Yes,No,No,High,Full,Bachelor,High,Government,3937,0
19,1.8636758,36.1112356,3.795436662,38.97846499,6.629225613,6,2,6.626941219,3,1,,F,Fair,Yes,Yes,No,Medium,Limited,Secondary,Low,Self-employed,426,1
15,2.759745862,91.14712534,12.70324836,50,3.634490796,5,3,6.509965885,3,1,,F,Good,Yes,Yes,No,Medium,Full,Bachelor,High,Self-employed,2583,0
16,2.212802078,30,5.93303333,25.68146419,2.999439233,3,4,3.332320198,1,0,,F,Good,Yes,No,No,Low,Limited,Master,Low,Private,1055,1
15,3.462426552,97.22860209,20.26880982,94.91461264,1.562636472,4,0,7.54945516,5,2,,F,Good,Yes,Yes,No,High,Full,Bachelor,Middle,Unemployed,3263,0
16,3.723911415,80,21.89318482,80.35425213,9.347377275,4,0,8.807305871,2,2,,F,Good,No,No,No,Medium,Minimal,Bachelor,Middle,Private,4110,0
16,2.082261783,30,6.037673952,20,12.4455976,5,2,3.54946317,1,0,,M,Good,Yes,Yes,No,Medium,Full,Bachelor,Low,Private,557,1
16,3.726748961,80,11.35310147,89.51200093,4.307893621,4,0,9.109091104,1,1,,M,Poor,Yes,No,No,Medium,Limited,Secondary,High,Self-employed,3741,0
16,2.869808212,80,12.89478165,88.05374283,6.250500907,1,0,9.702238667,4,1,,F,Good,Yes,No,No,High,Full,Secondary,Middle,Government,3851,0
16,3.385351367,88.55135853,12.73663116,87.9796233,2.452232087,3,0,7.95799751,4,1,,F,Good,Yes,No,No,Medium,Full,Master,Middle,Private,4249,0
15,3.179328456,80,7.951897198,92.56852031,2.132125012,2,0,9.369947052,3,2,,M,Good,Yes,No,No,Medium,Limited,Bachelor,High,Self-employed,4257,0
16,2.952566856,80,15.87197486,75.34899337,2.25341559,2,0,8.477822034,3,2,,F,Poor,Yes,No,No,High,Limited,Bachelor,Middle,Government,4247,0
17,3.178952791,80.66649447,9.043977009,88.53143077,0.5,2,0,7.810786353,3,3,,F,Good,Yes,No,Yes,High,Full,Master,High,Self-employed,3348,0
16,2.693003835,86.60879814,6.46688256,74.2093644,2.153536928,3,0,5.630163614,1,1,,M,Good,No,No,No,Low,Full,Master,Middle,Self-employed,1194,0
16,3.291387341,90.20762842,7.896518325,68.90696441,1,6,0,8.955631944,2,1,,M,Fair,No,No,No,High,Full,Master,Middle,Private,1717,0
16,2.930874022,60,5.973907493,64.13428643,1,6,0,8.846807264,2,3,,M,Good,No,No,No,Medium,Minimal,Bachelor,Middle,Private,2605,0
17,3.843781769,80,19.77806076,82.34159376,0.5,3,0,9.453712748,0,3,,M,Good,Yes,No,Yes,Low,Full,Primary,Middle,Private,3360,0
15,4.064642655,80,17.52604971,75,2.614757895,1,0,8.675110554,3,2,,F,Poor,Yes,Yes,No,Medium,Full,Master,Middle,Government,2829,0
16,2.381125242,78.32618014,5.534106531,56.6025987,3.214444473,2,1,8.958162181,2,2,,M,Poor,Yes,No,No,High,Limited,Master,Middle,Self-employed,1705,0
17,2.943020595,73.85075451,3.503093622,50,1,5,0,6.372732237,2,0,,M,Good,Yes,No,No,Medium,Full,Bachelor,High,Self-employed,2619,0
15,2.460587981,87.26917833,5.350538577,81.93633758,1.566696565,2,2,6.02132932,3,1,,M,Good,Yes,No,No,High,Limited,Bachelor,High,Unemployed,2401,0
16,2.613169045,69.16189213,12.44863473,65.77509657,8.266625416,2,1,8.251007193,2,2,,M,Good,Yes,No,No,Medium,Full,Secondary,Middle,Government,2140,0
16,2.89683009,63.77308393,8.904784697,82.41037258,5.54812349,1,1,6.481678174,2,1,,M,Fair,Yes,No,No,High,Limited,Secondary,Middle,Government,2384,0
16,3.176247579,85.30779825,13.89352105,83.98310505,1.726444628,4,1,9.214403133,0,0,,F,Good,Yes,No,No,Low,Full,Primary,Middle,Unemployed,3036,0
18,2.973814893,83.35321025,7.420151815,66.49191721,3.235254707,6,1,6.976355697,2,1,,M,Fair,Yes,No,No,Medium,Full,Secondary,Middle,Self-employed,1286,0
16,2.999758584,92.22608548,16.5744944,75,1.544876762,3,1,8.760362793,9,1,,M,Good,Yes,No,No,Medium,Full,Bachelor,Middle,Self-employed,3076,0
16,3.313683059,86.89148662,12.94946457,96.83148975,1.363333674,5,0,7.177031055,4,0,,F,Good,Yes,No,No,Medium,Full,Secondary,Middle,Private,3113,0
15,3.592041784,95.20860495,15.3535624,87.14428683,6.312200823,3,0,7.356956591,5,4,,F,Poor,Yes,No,Yes,Low,Minimal,Secondary,Low,Unemployed,4076,0
18,3.338684996,60,8.049289814,50,1.593785549,3,0,6.74499437,4,0,,F,Poor,No,No,No,Low,Full,Bachelor,Middle,Self-employed,2088,0
16,2.393029175,79.58475111,9.026344046,63.16258572,4.560141088,6,2,8.071674809,0,1,,F,Good,Yes,Yes,No,Low,Limited,Primary,Middle,Self-employed,1890,0
16,3.443366905,66.68897138,5.891653458,84.08865408,2.214388224,6,2,7.416034928,1,0,,F,Good,Yes,No,No,High,Full,Primary,Middle,Private,1592,0
16,3.215889074,78.33158577,5.055895261,60.19880422,5.00349727,1,1,7.048753263,1,6,,M,Good,Yes,No,No,High,Limited,Master,Middle,Self-employed,1347,0
18,3.369968859,86.20418838,22.92382154,85.63510938,1.812051067,5,0,7.818017968,7,0,,M,Fair,Yes,No,No,High,Full,Bachelor,Middle,Private,4468,0
16,2.500153204,69.60702947,4.62072095,66.90757597,1,4,0,7.192661157,2,1,,F,Good,Yes,No,No,Low,Limited,Secondary,Middle,Private,2163,0
16,3.040196469,85.28751478,10.13403457,90,2.763344588,2,2,6.756989098,2,1,,F,Fair,No,No,No,Medium,Full,Master,Middle,Private,2397,0
16,3.784863951,96.80582638,12.46119675,75,1.746874003,2,1,8.693919437,2,1,,F,Fair,Yes,No,No,High,Full,Primary,High,Private,4014,0
15,3.104867262,91.43911937,10.58347326,53.91013283,11.63950051,3,2,6.881570171,3,1,,F,Good,Yes,No,No,High,Full,Bachelor,Low,Government,2272,0
16,3.229189962,80,13.98643737,86.1703056,2.809264927,2,0,9.24772945,2,2,,M,Good,Yes,No,No,Medium,Full,Secondary,Middle,Government,3986,0
17,2.931996432,60,4.720568049,86.5506054,6.109889923,4,1,7.189821878,3,1,,F,Fair,Yes,No,No,High,Full,Master,Middle,Private,1138,0
15,3.242561078,80,12.37798189,75,0.825674653,4,0,7.929311208,3,2,,F,Good,Yes,No,No,High,Full,Secondary,Middle,Private,3155,0
18,1.808310721,49.22971103,1.508316248,45.00592065,2,2,4,6.447240484,0,1,,M,Good,No,No,No,High,Full,Primary,High,Unemployed,973,1
18,1.103285948,41.55438196,5.558408134,20,3.959544353,7,2,3.918416225,0,1,,F,Good,No,Yes,No,Medium,Limited,Secondary,Low,Private,796,1
18,2.689482542,67.0313081,7.278344694,80.02892871,12.61571701,3,0,8.938370038,3,1,,M,Poor,No,No,No,Low,Full,Secondary,Middle,Private,1712,0
15,3.572520753,80.50543549,15.4712245,83.22224705,0.527567626,3,0,8.57369159,4,1,,M,Good,Yes,Yes,Yes,High,Full,Secondary,High,Private,4087,0
18,1.908534324,30,5.280270054,38.913886,5.604236079,6,4,6.804596456,0,0,,F,Good,Yes,No,No,Low,Limited,Primary,Middle,Self-employed,454,1
19,2.020310238,30,2.734268208,22.96259346,16.63233243,5,2,5.339743408,0,1,,M,Good,No,No,No,Low,Full,Master,Low,Self-employed,914,1
15,3.423754334,84.7275969,18.2411176,76.70946283,3.375372102,2,1,8.270784726,5,3,,M,Fair,Yes,Yes,Yes,Low,Full,Master,Middle,Private,3307,0
16,2.745178193,94.29246298,12.59786981,58.2520204,1.479939361,3,0,7.916370271,5,0,,M,Good,Yes,No,No,Low,Full,Secondary,Middle,Self-employed,1200,0
16,3.272151303,60,7.757901555,80.89204468,1,2,1,9.108681341,2,0,,F,Poor,Yes,No,No,High,Full,Bachelor,Low,Private,1275,0
17,2.662563208,91.23229309,5.049610422,75.41322182,1.773317759,5,2,6.762284932,1,0,,M,Poor,Yes,No,Yes,High,Full,Bachelor,High,Government,2376,0
15,1.519017125,30,3.471187555,34.57021793,5.288383757,2,6,4.906745143,1,0,,M,Good,Yes,No,No,Medium,Full,Bachelor,High,Government,38,1
16,2.455530966,30,4.789584077,35.72117149,12.50640015,6,4,2.873198172,2,0,,M,Good,Yes,Yes,No,Low,Full,Bachelor,Middle,Unemployed,975,1
17,2.159694518,30,3.37471789,20,4.225315646,4,2,3.524267282,0,1,,F,Good,Yes,Yes,Yes,High,Full,Secondary,High,Self-employed,984,1
15,2.960949165,80,15.82069236,88.42048009,4.416997002,8,1,7.505550153,1,1,,F,Fair,Yes,Yes,No,Low,Full,Secondary,Low,Private,3298,0
18,2.702870806,74.04951072,12.18527451,50,1,5,0,6.426853634,4,1,,M,Fair,Yes,No,No,High,Full,Bachelor,Middle,Government,1419,0
15,3.060953855,95,8.881860703,50.87154808,13.75880958,3,2,7.518523721,1,0,,F,Good,Yes,Yes,No,Medium,Minimal,Bachelor,Low,Private,1561,0
17,2.651265159,41.78295743,5.005494186,26.84759325,3.06188027,9,0,2.065272311,0,0,,F,Poor,No,Yes,No,Low,Full,Secondary,Low,Unemployed,40,1
16,2.376539358,84.96086289,10.09182481,77.32608616,6.915866009,4,1,6.976991731,5,1,,F,Good,No,No,No,High,Full,Bachelor,Middle,Unemployed,1487,0
16,3.168489936,80,8.092844539,78.6031158,0.5,2,0,8.150150378,1,3,,F,Good,No,No,No,High,Full,Secondary,Middle,Self-employed,4126,0
16,2.000084531,48.50919758,5.61058017,22.11595107,2,6,4,4.663214409,0,2,,M,Poor,Yes,Yes,No,High,Full,Primary,High,Unemployed,170,1
16,2.772239801,62.82085223,9.255075735,87.60282449,6.104133103,4,1,6.25075837,1,1,,M,Good,Yes,No,No,High,Full,Bachelor,High,Private,1356,0
18,3.214900584,91.59609962,15.94657559,90.40958869,2.689051394,2,0,8.735610324,1,2,,F,Good,Yes,No,No,Medium,Full,Bachelor,Middle,Government,3763,0
15,3.040863558,80,16.77576882,94.75325154,6.227532932,3,0,8.072083567,2,1,,F,Good,Yes,No,No,High,Full,Bachelor,High,Private,2952,0
15,3.380187075,80,15.4250408,91.96329086,7.09272569,6,0,8.795172929,4,1,,F,Good,Yes,No,Yes,High,Full,Master,High,Private,4278,0
17,3.501353346,95.42408547,15.32257582,75.38826582,0.5,6,0,8.081717754,5,1,,M,Poor,Yes,No,No,High,Full,Primary,High,Government,3242,0
16,2.762998519,85.51087479,10.11663889,90,11.8384398,3,1,8.443703723,4,1,,F,Poor,Yes,No,No,High,Limited,Bachelor,Low,Government,2683,0
16,3.813257946,83.80534767,18.17556651,75,0.5,3,1,9.783438063,3,3,,M,Poor,Yes,No,No,High,Full,Secondary,Low,Self-employed,3259,0
17,2.933938252,60,11.37158249,83.30372579,16.62797893,5,0,6.482260268,3,2,,F,Good,Yes,No,No,High,Full,Secondary,Middle,Private,1641,0
17,2.571088109,60.73621732,14.89473745,57.0410915,7.709106622,3,2,6.790068461,5,2,,F,Good,Yes,No,No,Medium,Full,Secondary,Low,Government,1291,0
17,2.911513486,87.54408376,2.79398219,71.14523649,2.809066403,2,0,6.318355193,0,1,,F,Good,Yes,No,No,Medium,Full,Secondary,Middle,Government,1381,0
15,2.750066298,77.01040865,7.263916056,72.45196828,2.904029883,7,0,7.585105916,0,1,,F,Fair,Yes,No,No,Low,Full,Secondary,High,Government,1934,0
18,2.227276761,47.80465419,3.427944888,26.08607283,13.64045836,5,5,4.57596078,2,0,,M,Fair,No,No,No,Medium,Full,Secondary,Low,Unemployed,580,1
16,4.112833657,85.64168372,12.69717991,91.16733175,4.684734013,4,0,9.613780486,6,1,,F,Poor,Yes,No,No,Medium,Full,Primary,High,Self-employed,3493,0
17,2.581693965,68.36828792,6.647784762,87.40790257,3.601903157,2,1,6.682457849,1,1,,F,Fair,Yes,No,No,High,Full,Master,High,Self-employed,2031,0
18,1.288545624,30,2.418179772,57.53100088,2,2,3,6.478208629,0,0,,M,Poor,No,No,Yes,Low,Limited,Primary,High,Private,893,1
17,2.030254035,60.51891037,4.278124629,37.94843876,4.794623605,5,3,4.243208232,0,0,,M,Good,Yes,No,No,Low,Minimal,Secondary,Middle,Self-employed,781,1
18,1.670777887,30,6.507204629,34.75819176,9.676572036,4,3,3.816666421,5,1,,M,Good,Yes,Yes,No,Low,Full,Secondary,Low,Self-employed,160,1
18,1.653172091,35.2456662,-0.077068742,23.31656341,5.687580549,5,10,6.638098945,0,1,,M,Good,Yes,Yes,No,Low,Minimal,Secondary,Low,Government,3,1
17,3.619600346,80,9.326619119,91.62923234,3.684698827,1,1,8.948323635,2,0,,M,Fair,No,No,No,High,Full,Secondary,Middle,Private,3391,0
15,3.385405011,92.38942318,15.51368396,75,2.442717843,4,0,7.910092789,4,2,,F,Good,Yes,No,Yes,High,Limited,Secondary,High,Private,4075,0
